frame,input.bJump,input.bJumped,input.bActivateBoost,input.bHoldingBoost,input.Yaw,input.Roll,car.Location.X,car.Location.Y,car.Location.Z,car.LinearVelocity.X,car.LinearVelocity.Y,car.LinearVelocity.Z,car.Quaternion.X,car.Quaternion.Y,car.Quaternion.Z,car.Quaternion.W,car.AngularVelocity.X,car.AngularVelocity.Y,car.AngularVelocity.Z
124,False,False,True,True,1.000000,0.000000,103.279999,79.869995,88.629997,431.289978,69.290001,-377.279999,0.890118,-0.429214,-0.015335,0.152412,-1.019200,-0.570100,-3.892800
125,False,False,True,True,1.000000,0.000000,106.919998,80.389999,85.449997,436.849976,62.500000,-381.779999,0.882293,-0.444298,-0.013776,0.154818,-1.015800,-0.608300,-3.962600
126,False,False,True,True,1.000000,0.000000,110.599998,80.849998,82.229996,442.179993,55.539997,-386.190002,0.874076,-0.459528,-0.012119,0.157094,-1.013900,-0.646400,-4.032100
127,False,False,True,True,1.000000,0.000000,114.329994,81.250000,78.979996,447.269989,48.419998,-390.519989,0.865455,-0.474892,-0.010366,0.159241,-1.013500,-0.684400,-4.101400
128,False,False,True,True,1.000000,0.000000,118.099998,81.589996,75.689995,452.099976,41.139999,-394.759979,0.856419,-0.490375,-0.008521,0.161265,-1.014500,-0.722300,-4.170500
129,False,False,True,True,1.000000,0.000000,121.909996,81.869995,72.369995,456.669983,33.700001,-398.910004,0.846955,-0.505966,-0.006579,0.163164,-1.016900,-0.760000,-4.239400
130,False,False,True,True,1.000000,0.000000,125.750000,82.089996,69.010002,460.970001,26.119999,-402.959991,0.837052,-0.521649,-0.004540,0.164938,-1.020600,-0.797400,-4.308200
131,False,False,True,True,1.000000,0.000000,129.619995,82.239998,65.619995,464.979980,18.400000,-406.919983,0.826698,-0.537413,-0.002409,0.166589,-1.025500,-0.834600,-4.376800
132,False,False,True,True,1.000000,0.000000,133.529999,82.330002,62.199997,468.699982,10.550000,-410.789978,0.815884,-0.553236,-0.000181,0.168116,-1.031600,-0.871500,-4.445200
133,False,False,True,True,1.000000,0.000000,137.459991,82.349998,58.750000,472.119995,2.580000,-414.559998,0.804597,-0.569107,0.002139,0.169519,-1.038900,-0.908100,-4.513500
134,False,False,True,True,1.000000,0.000000,141.419998,82.299995,55.259998,475.220001,-5.490000,-418.239990,0.792824,-0.585011,0.004551,0.170797,-1.047300,-0.944300,-4.581700
135,False,False,True,True,1.000000,0.000000,145.399994,82.189995,51.739998,478.000000,-13.650000,-421.829987,0.780558,-0.600926,0.007054,0.171952,-1.056800,-0.980200,-4.649800
136,False,False,True,True,1.000000,0.000000,149.399994,82.009995,48.200001,480.440002,-21.900000,-425.319977,0.767788,-0.616835,0.009649,0.172982,-1.067300,-1.015700,-4.717800
137,False,False,True,True,1.000000,0.000000,153.000000,81.860001,46.329998,431.919983,-18.299999,-255.369995,0.764081,-0.629416,0.010005,0.141120,3.779400,-3.517600,-1.895300
138,False,False,True,True,1.000000,0.000000,156.610001,81.639999,44.169998,433.739990,-26.750000,-259.079987,0.760702,-0.637719,0.010086,0.120604,3.656100,-3.403400,-1.980600
139,False,False,True,True,1.000000,0.000000,160.239990,81.349998,41.980000,435.380005,-35.279999,-263.000000,0.756673,-0.645913,0.010069,0.100697,3.540100,-3.290200,-2.065100
140,False,False,True,True,1.000000,0.000000,163.879990,80.979996,39.750000,436.829987,-43.879997,-267.130005,0.752023,-0.654016,0.009951,0.081394,3.431300,-3.177900,-2.148700
141,False,False,True,True,1.000000,0.000000,167.529999,80.540001,37.489998,438.099976,-52.539997,-271.470001,0.746776,-0.662044,0.009730,0.062680,3.329400,-3.066600,-2.231400
142,False,False,True,True,1.000000,0.000000,171.190002,80.029999,35.189999,439.169983,-61.239998,-275.979980,0.740964,-0.670001,0.009400,0.044532,3.236000,-2.958000,-2.312700
143,False,False,True,True,1.000000,0.000000,174.849991,79.449997,32.860001,439.630005,-69.959999,-279.279999,0.734648,-0.677867,0.009001,0.026599,3.203300,-2.910400,-2.378300
144,False,False,True,True,1.000000,0.000000,178.519989,78.790001,30.500000,439.869995,-78.689995,-282.669983,0.727841,-0.685635,0.008532,0.008845,3.180000,-2.870500,-2.442200
145,False,False,True,True,1.000000,0.000000,182.190002,78.059998,28.119999,439.889984,-87.419998,-286.169983,0.720550,-0.693301,0.008003,-0.008775,3.165200,-2.838000,-2.504500
146,False,False,True,True,1.000000,0.000000,185.659988,77.199997,26.680000,416.109985,-103.320000,-186.639999,0.710661,-0.703417,0.001745,0.012761,-2.255400,4.020500,-2.999700
147,False,False,True,True,1.000000,0.000000,188.550003,76.639999,27.869999,346.269989,-67.510002,84.629997,-0.704231,0.709923,0.001265,-0.008095,1.090800,0.059200,-2.205800
148,False,False,True,True,1.000000,0.000000,191.429993,76.000000,28.730000,346.100006,-76.349998,79.629997,-0.697472,0.716584,0.004464,-0.004578,1.045700,0.080400,-2.284500
149,False,False,True,True,1.000000,0.000000,194.309998,75.290001,29.349998,345.859985,-85.159996,74.209999,-0.690404,0.723379,0.007777,-0.001799,1.018900,0.076700,-2.360000
150,False,False,True,True,1.000000,0.000000,197.179993,74.510002,29.949999,344.899994,-93.389999,71.349998,-0.682997,0.730349,0.010231,0.000941,0.864900,-0.058000,-2.446600
151,False,False,True,True,1.000000,0.000000,200.050003,73.659996,30.500000,344.269989,-102.150002,65.949997,-0.675277,0.737448,0.012589,0.003612,0.834900,-0.061400,-2.522700
152,False,False,True,True,1.000000,0.000000,202.909988,72.739998,31.010000,343.359985,-110.759995,61.029999,-0.667234,0.744678,0.014687,0.006218,0.778300,-0.090100,-2.600900
153,False,False,True,True,1.000000,0.000000,205.759995,71.750000,31.480000,342.269989,-119.339996,56.070000,-0.658866,0.752027,0.016532,0.008753,0.722200,-0.116500,-2.679000
154,False,False,True,True,1.000000,0.000000,208.599991,70.680000,31.910000,340.989990,-127.879997,51.099998,-0.650164,0.759494,0.018124,0.011213,0.664800,-0.142300,-2.757100
155,False,False,True,True,1.000000,0.000000,211.429993,69.540001,32.290001,339.509979,-136.369995,46.119999,-0.641128,0.767067,0.019456,0.013598,0.606500,-0.167100,-2.835200
156,False,False,True,True,1.000000,0.000000,214.250000,68.330002,32.630001,337.829987,-144.809998,41.129997,-0.631752,0.774735,0.020530,0.015907,0.547400,-0.190900,-2.913200
157,False,False,True,True,1.000000,0.000000,217.049988,67.049995,32.930000,335.949982,-153.190002,36.139999,-0.622030,0.782492,0.021339,0.018135,0.487300,-0.213600,-2.991200
158,False,False,True,True,1.000000,0.000000,219.830002,65.699997,33.189999,333.859985,-161.509995,31.150000,-0.611958,0.790327,0.021889,0.020276,0.426600,-0.235100,-3.069100
159,False,False,True,True,1.000000,0.000000,222.589996,64.290001,33.410000,331.559998,-169.759995,26.160000,-0.601536,0.798226,0.022175,0.022332,0.365100,-0.255400,-3.146800
160,False,False,True,True,1.000000,0.000000,225.330002,62.809998,33.590000,329.049988,-177.929993,21.180000,-0.590751,0.806182,0.022192,0.024301,0.302900,-0.274500,-3.224400
161,False,False,True,True,1.000000,0.000000,228.049988,61.259998,33.730000,326.329987,-186.019989,16.209999,-0.579606,0.814181,0.021943,0.026178,0.240100,-0.292200,-3.301900
162,False,False,True,True,1.000000,0.000000,230.739990,59.639999,33.820000,323.389984,-194.009995,11.250000,-0.568093,0.822210,0.021426,0.027959,0.176700,-0.308500,-3.379200
163,False,False,True,True,1.000000,0.000000,233.409988,57.959999,33.869999,320.229980,-201.909988,6.310000,-0.556208,0.830257,0.020643,0.029642,0.112800,-0.323500,-3.456300
164,False,False,True,True,1.000000,0.000000,236.049988,56.209999,33.880001,316.850006,-209.699997,1.390000,-0.543946,0.838310,0.019591,0.031222,0.048300,-0.337000,-3.533200
165,False,False,True,True,1.000000,0.000000,238.649994,54.389999,33.889999,311.949982,-218.069992,-0.170000,-0.531263,0.846417,0.019241,0.031109,-0.026400,0.088300,-3.613200
166,False,False,True,True,1.000000,0.000000,241.220001,52.509998,33.840000,308.119995,-225.989990,-6.230000,-0.518186,0.854497,0.018917,0.031001,-0.019100,0.099600,-3.688300
167,False,False,True,True,1.000000,0.000000,243.750000,50.570000,33.750000,304.119995,-233.209991,-10.360000,-0.504731,0.862537,0.018054,0.030818,-0.134800,0.051800,-3.765400
168,False,False,True,True,1.000000,0.000000,246.250000,48.559998,33.619999,299.850006,-240.629990,-15.580000,-0.490882,0.870523,0.017007,0.030581,-0.176900,0.041400,-3.841000
169,False,False,True,True,1.000000,0.000000,248.709991,46.489998,33.459999,294.889984,-248.299988,-20.189999,-0.476629,0.878448,0.016241,0.029825,-0.176500,0.180900,-3.914400
170,False,False,True,True,1.000000,0.000000,251.129990,44.360001,33.259998,290.169983,-255.220001,-24.359999,-0.461982,0.886289,0.015054,0.028935,-0.276100,0.164800,-3.989600
171,False,False,True,True,1.000000,0.000000,253.500000,42.169998,33.009998,284.899994,-262.519989,-29.539999,-0.446931,0.894027,0.014062,0.027770,-0.263700,0.244800,-4.062900
172,False,False,True,True,1.000000,0.000000,255.830002,39.930000,32.739998,279.669983,-269.169983,-33.520000,-0.431480,0.901647,0.012707,0.026389,-0.357800,0.254400,-4.136300
173,False,False,True,True,1.000000,0.000000,258.119995,37.629997,32.419998,274.250000,-275.790009,-38.599998,-0.415625,0.909125,0.011170,0.024970,-0.399600,0.243900,-4.210800
174,False,False,True,True,1.000000,0.000000,260.350006,35.279999,32.070000,268.119995,-282.519989,-42.459999,-0.399370,0.916448,0.009848,0.023001,-0.407200,0.380200,-4.280000
175,False,False,True,True,1.000000,0.000000,262.529999,32.869999,31.679998,261.940002,-289.059998,-47.649998,-0.382700,0.923596,0.008694,0.020854,-0.385100,0.437600,-4.352700
176,False,False,True,True,1.000000,0.000000,264.660004,30.410000,31.260000,255.830002,-294.970001,-51.349998,-0.365642,0.930545,0.007194,0.018458,-0.478600,0.462600,-4.422500
177,False,False,True,True,1.000000,0.000000,266.739990,27.900000,30.799999,249.239990,-300.970001,-55.820000,-0.348179,0.937277,0.005770,0.015810,-0.484200,0.525100,-4.493000
178,False,False,True,True,1.000000,0.000000,268.759979,25.340000,30.299999,242.309998,-306.859985,-60.579998,-0.330306,0.943774,0.004572,0.012918,-0.452700,0.598900,-4.563800
179,False,False,True,True,1.000000,0.000000,270.720001,22.740000,29.769999,235.500000,-312.190002,-64.339996,-0.312044,0.950012,0.003159,0.009773,-0.518000,0.640000,-4.631500
180,False,False,True,True,1.000000,0.000000,272.619995,20.090000,29.199999,228.250000,-317.470001,-68.610001,-0.293389,0.955970,0.001848,0.006374,-0.513800,0.703900,-4.700500
181,False,False,True,True,1.000000,0.000000,274.459991,17.400000,28.590000,220.679993,-322.559998,-73.110001,-0.274335,0.961630,0.000774,0.002749,-0.475900,0.773100,-4.770500
182,False,False,True,True,1.000000,0.000000,276.229980,14.670000,27.939999,212.909988,-327.359985,-77.529999,-0.254886,0.966970,-0.000073,-0.001103,-0.437900,0.839000,-4.840200
183,False,False,True,True,1.000000,0.000000,277.839996,12.020000,28.209999,192.909988,-317.739990,14.190000,-0.238281,0.971180,-0.005306,-0.001551,-1.223300,-0.199500,-4.110300
184,False,False,True,True,1.000000,0.000000,279.359985,9.360000,28.480000,182.459991,-319.019989,21.629999,-0.221767,0.975083,-0.005629,-0.001206,-0.136700,-0.118800,-4.071200
185,False,False,True,True,1.000000,0.000000,280.809998,6.670000,28.670000,174.500000,-322.829987,16.250000,-0.204882,0.978768,-0.006066,-0.000893,-0.131100,-0.116800,-4.147100
186,False,False,True,True,1.000000,0.000000,282.199982,3.950000,28.789999,166.419998,-326.359985,10.870000,-0.187624,0.982219,-0.006568,-0.000607,-0.125600,-0.115100,-4.223000
187,False,False,True,True,1.000000,0.000000,283.519989,1.200000,28.849998,158.220001,-329.609985,5.480000,-0.169999,0.985419,-0.007097,-0.000337,-0.120200,-0.113800,-4.298900
188,False,False,True,True,1.000000,0.000000,284.769989,-1.570000,28.859999,149.830002,-332.470001,0.470000,-0.152018,0.988349,-0.007496,-0.000046,-0.084000,-0.115000,-4.371200
189,False,False,True,True,1.000000,0.000000,285.949982,-4.360000,28.830000,141.259995,-334.919983,-4.090000,-0.133708,0.990991,-0.007609,0.000316,-0.012900,-0.121600,-4.439200
190,False,False,True,True,1.000000,0.000000,287.059998,-7.170000,28.760000,132.599991,-337.039978,-8.620000,-0.115074,0.993329,-0.007437,0.000753,0.058200,-0.131400,-4.506800
191,False,False,True,True,1.000000,0.000000,288.089996,-9.990000,28.650000,123.849998,-338.820007,-13.110000,-0.096117,0.995345,-0.006973,0.001276,0.129800,-0.144400,-4.573800
192,False,False,True,True,1.000000,0.000000,289.040009,-12.830000,28.549999,113.930000,-340.829987,-14.190000,-0.076938,0.997021,-0.005473,0.000634,0.340000,0.143500,-4.621200
193,False,False,True,True,1.000000,0.000000,289.919983,-15.679999,28.400000,105.209999,-342.179993,-19.609999,-0.057414,0.998342,-0.004060,0.000035,0.326600,0.137100,-4.697000
194,False,False,True,True,1.000000,0.000000,290.720001,-18.529999,28.240000,95.939995,-342.289978,-21.580000,-0.037691,0.999288,-0.001589,-0.000094,0.579000,0.050500,-4.739700
195,False,False,True,True,1.000000,0.000000,291.449982,-21.389999,28.029999,87.040001,-342.759979,-26.269999,-0.017665,0.999843,0.000985,-0.000138,0.611000,0.028700,-4.808600
196,False,False,True,True,1.000000,0.000000,292.109985,-24.209999,27.920000,79.040001,-338.829987,-17.299999,0.002144,0.999996,0.000380,0.002042,-0.113700,-0.508100,-4.754600
197,False,False,True,True,1.000000,0.000000,292.720001,-27.039999,27.879999,73.040001,-339.829987,-12.719999,0.021868,0.999754,-0.003083,0.002069,-0.776400,-0.041600,-4.735900
198,False,False,True,True,1.000000,0.000000,293.229980,-29.869999,27.900000,61.579998,-339.549988,-9.349999,0.041640,0.999126,-0.003671,0.000030,-0.183400,0.422900,-4.749300
199,False,False,True,True,1.000000,0.000000,293.669983,-32.689999,27.840000,52.789997,-338.809998,-14.759999,0.061709,0.998083,-0.004275,-0.001864,-0.175500,0.411000,-4.825100
200,False,False,True,True,1.000000,0.000000,294.029999,-35.480000,27.889999,43.049999,-334.609985,-9.260000,0.081642,0.996659,-0.001422,-0.001664,0.585600,-0.046100,-4.796800
201,False,False,True,True,1.000000,0.000000,294.320007,-38.259998,27.849998,34.340000,-333.169983,-14.639999,0.101857,0.994797,0.001195,-0.001535,0.561400,-0.043900,-4.872600
202,False,False,True,True,1.000000,0.000000,294.549988,-40.989998,27.859999,27.070000,-328.139984,-8.300000,0.121909,0.992541,0.000602,0.000008,-0.118100,-0.327600,-4.842900
203,False,False,True,True,1.000000,0.000000,294.699982,-43.709999,27.799999,18.510000,-326.000000,-13.710000,0.142226,0.989833,0.000121,0.001465,-0.114700,-0.319600,-4.918700
204,False,False,True,True,1.000000,0.000000,294.790009,-46.419998,27.769999,11.200000,-325.419983,-11.710000,0.162419,0.986719,-0.002328,0.000904,-0.521300,0.165600,-4.904800
205,False,False,True,True,1.000000,0.000000,294.799988,-49.110001,27.769999,0.930000,-322.419983,-10.740000,0.182628,0.983178,-0.002495,-0.000850,-0.026700,0.371500,-4.925600
206,False,False,True,True,1.000000,0.000000,294.739990,-51.750000,27.799999,-7.610000,-316.619995,-7.320000,0.202724,0.979236,-0.000154,-0.000499,0.481100,-0.134800,-4.915100
207,False,False,True,True,1.000000,0.000000,294.609985,-54.360001,27.750000,-15.700000,-313.109985,-12.719999,0.223041,0.974807,0.002015,-0.000224,0.462000,-0.128400,-4.990900
208,False,False,True,True,1.000000,0.000000,294.429993,-56.919998,27.779999,-21.779999,-306.709991,-7.580000,0.243190,0.969977,0.001141,0.001006,-0.189800,-0.228000,-4.973600
209,False,False,True,True,1.000000,0.000000,294.190002,-59.449997,27.779999,-29.349998,-304.139984,-7.640000,0.263264,0.964723,-0.000866,0.000499,-0.409300,0.184000,-4.980600
210,False,False,True,True,1.000000,0.000000,293.869995,-61.939999,27.789999,-38.590000,-299.309998,-7.470000,0.283317,0.959026,-0.000887,-0.000844,0.045100,0.275600,-5.003600
211,False,False,True,True,1.000000,0.000000,293.489990,-64.379997,27.809999,-45.899998,-292.500000,-6.150000,0.303289,0.952898,0.000898,-0.000364,0.343500,-0.178500,-5.013600
212,False,False,True,True,1.000000,0.000000,293.059998,-66.760002,27.840000,-51.520000,-285.820007,-4.110000,0.323168,0.946341,0.000386,0.000526,-0.124300,-0.169600,-5.023900
213,False,False,True,True,1.000000,0.000000,292.570007,-69.110001,27.840000,-58.689999,-281.639984,-5.400000,0.342994,0.939337,-0.000904,0.000019,-0.241500,0.176000,-5.046200
214,False,False,True,True,1.000000,0.000000,292.019989,-71.409996,27.840000,-66.549995,-275.630005,-6.920000,0.362804,0.931865,-0.000758,-0.000958,0.076300,0.188500,-5.081800
215,False,False,True,True,1.000000,0.000000,291.410004,-73.639999,27.849998,-72.750000,-268.049988,-6.870000,0.382538,0.923939,0.000715,-0.000343,0.252700,-0.213200,-5.104000
216,False,False,True,True,1.000000,0.000000,290.769989,-75.809998,27.859999,-77.339996,-260.639984,-5.560000,0.402165,0.915567,0.000105,0.000467,-0.161200,-0.134400,-5.120700
217,False,False,True,True,1.000000,0.000000,290.070007,-77.939995,27.840000,-83.809998,-255.299988,-6.750000,0.421689,0.906740,-0.001211,-0.000208,-0.219700,0.237000,-5.141800
218,False,False,True,True,1.000000,0.000000,289.309998,-80.009995,27.830000,-90.669998,-248.069992,-7.930000,0.441126,0.897444,-0.000941,-0.001265,0.120600,0.193700,-5.172000
219,False,False,True,True,1.000000,0.000000,288.509979,-82.000000,27.840000,-95.479996,-239.360001,-7.270000,0.460423,0.887699,0.000634,-0.000461,0.237400,-0.278000,-5.188200
220,False,False,True,True,1.000000,0.000000,287.690002,-83.930000,27.859999,-98.579994,-231.220001,-5.410000,0.479548,0.877516,-0.000046,0.000353,-0.189700,-0.117300,-5.199700
221,False,False,True,True,1.000000,0.000000,286.820007,-85.799995,27.840000,-104.119995,-224.849991,-6.420000,0.498516,0.866879,-0.001330,-0.000429,-0.183100,0.275700,-5.218900
222,False,False,True,True,1.000000,0.000000,285.910004,-87.610001,27.830000,-109.689995,-216.599991,-7.520000,0.517344,0.855776,-0.000979,-0.001459,0.148500,0.174600,-5.246900
223,False,False,True,True,1.000000,0.000000,284.970001,-89.339996,27.849998,-112.959999,-207.179993,-6.900000,0.535989,0.844225,0.000494,-0.000537,0.181900,-0.306000,-5.263400
224,False,False,True,True,1.000000,0.000000,284.009979,-91.000000,27.859999,-114.649994,-198.679993,-5.240000,0.554417,0.832239,-0.000224,0.000186,-0.200800,-0.080000,-5.276100
225,False,False,True,True,1.000000,0.000000,283.019989,-92.579994,27.840000,-119.169998,-189.800003,-6.160000,0.572662,0.819790,0.000844,0.000623,0.126300,-0.213600,-5.300400
226,False,False,True,True,1.000000,0.000000,282.000000,-94.099998,27.809999,-122.820000,-182.050003,-8.849999,0.590762,0.806845,0.001314,-0.000046,0.176000,0.030600,-5.341100
227,False,False,True,True,1.000000,0.000000,280.970001,-95.549995,27.820000,-123.659996,-173.470001,-8.160000,0.608640,0.793446,-0.000003,-0.000607,-0.125800,0.255500,-5.362000
228,False,False,True,True,1.000000,0.000000,279.929993,-96.919998,27.809999,-125.079994,-163.839996,-8.870000,0.626309,0.779575,-0.000175,0.000434,-0.174500,-0.121600,-5.391500
229,False,False,True,True,1.000000,0.000000,278.859985,-98.220001,27.779999,-128.300003,-156.039993,-9.110000,0.643691,0.765285,-0.001065,-0.000736,-0.008900,0.313600,-5.400900
230,False,False,True,True,1.000000,0.000000,277.769989,-99.439995,27.740000,-130.660004,-146.580002,-10.700000,0.660841,0.750524,-0.000456,-0.001794,0.231800,0.131300,-5.431600
231,False,False,True,True,1.000000,0.000000,276.679993,-100.579994,27.760000,-130.199997,-136.289993,-8.780000,0.677667,0.735368,0.001082,-0.000332,0.067200,-0.428300,-5.435500
232,False,False,True,True,1.000000,0.000000,275.609985,-101.650002,27.789999,-128.470001,-127.930000,-5.890000,0.694143,0.719837,0.000067,0.000423,-0.263400,-0.020500,-5.434900
233,False,False,True,True,1.000000,0.000000,274.519989,-102.649994,27.779999,-130.209991,-119.669998,-6.210000,0.710296,0.703902,-0.001098,-0.000785,-0.024500,0.368200,-5.445400
234,False,False,True,True,1.000000,0.000000,273.429993,-103.559998,27.779999,-131.050003,-109.769997,-6.910000,0.726134,0.687551,-0.000483,-0.001740,0.228500,0.096400,-5.464200
235,False,False,True,True,1.000000,0.000000,272.350006,-104.389999,27.820000,-129.020004,-99.900002,-6.070000,0.741638,0.670800,0.000693,-0.000467,0.004000,-0.348200,-5.478600
236,False,False,True,True,1.000000,0.000000,271.299988,-105.159996,27.840000,-126.269997,-91.909996,-4.710000,0.756793,0.653655,-0.000159,0.000019,-0.202700,0.028600,-5.491100
237,False,False,True,True,1.000000,0.000000,270.250000,-105.839996,27.830000,-125.739998,-82.139999,-5.830000,0.771610,0.636095,0.000709,0.000688,-0.002300,-0.232600,-5.495000
238,False,False,True,True,1.000000,0.000000,269.229980,-106.459999,27.840000,-122.610001,-74.299995,-5.720000,0.786033,0.618184,-0.000165,0.000850,-0.142900,0.087000,-5.497400
239,False,False,True,True,1.000000,0.000000,268.220001,-107.009995,27.820000,-121.519997,-65.860001,-7.810000,0.800066,0.599912,-0.000925,-0.000332,0.074300,0.284600,-5.492100
240,False,False,True,True,1.000000,0.000000,267.220001,-107.479996,27.799999,-119.689995,-56.289997,-8.980000,0.813639,0.581370,-0.000127,-0.001033,0.226100,-0.008100,-5.495300
241,False,False,True,True,1.000000,0.000000,266.259979,-107.869995,27.799999,-115.059998,-47.340000,-8.150000,0.826768,0.562542,0.000920,0.000488,-0.109400,-0.372000,-5.486300
242,False,False,True,True,1.000000,0.000000,265.339996,-108.209999,27.820000,-110.159996,-40.700001,-5.950000,0.839417,0.543487,-0.000175,0.000909,-0.219800,0.102100,-5.489300
243,False,False,True,True,1.000000,0.000000,264.440002,-108.479996,27.820000,-107.970001,-32.610001,-6.620000,0.851657,0.524098,-0.001001,-0.000526,0.138100,0.326800,-5.488500
244,False,False,True,True,1.000000,0.000000,263.570007,-108.680000,27.809999,-104.529999,-23.430000,-7.340000,0.863452,0.504429,-0.000181,-0.001297,0.244300,-0.020700,-5.494500
245,False,False,True,True,1.000000,0.000000,262.750000,-108.809998,27.830000,-98.329994,-15.500000,-6.480000,0.874803,0.484479,0.000677,0.000192,-0.155500,-0.320500,-5.488400
246,False,False,True,True,1.000000,0.000000,261.979980,-108.889999,27.849998,-92.540001,-9.750000,-5.030000,0.885671,0.464313,-0.000305,0.000483,-0.175800,0.121100,-5.495800
