frame,input.bJump,input.bJumped,input.bActivateBoost,input.bHoldingBoost,input.Yaw,input.Roll,car.Location.X,car.Location.Y,car.Location.Z,car.LinearVelocity.X,car.LinearVelocity.Y,car.LinearVelocity.Z,car.Quaternion.X,car.Quaternion.Y,car.Quaternion.Z,car.Quaternion.W,car.AngularVelocity.X,car.AngularVelocity.Y,car.AngularVelocity.Z
247,False,False,True,True,1.000000,0.000000,261.239990,-108.909996,27.840000,-88.779999,-2.280000,-6.180000,0.896108,0.443834,-0.000904,-0.000844,0.175500,0.260400,-5.491000
248,False,False,True,True,1.000000,0.000000,260.540009,-108.860001,27.830000,-83.769997,5.970000,-7.320000,0.906063,0.423140,-0.000062,-0.001454,0.213100,-0.065900,-5.495400
249,False,False,True,True,1.000000,0.000000,259.899994,-108.759995,27.840000,-76.339996,12.590000,-6.830000,0.915543,0.402219,0.000618,0.000078,-0.208800,-0.274300,-5.489100
250,False,False,True,True,1.000000,0.000000,259.320007,-108.619995,27.849998,-69.729996,17.180000,-5.540000,0.924519,0.381136,-0.000391,0.000272,-0.149200,0.156900,-5.495700
251,False,False,True,True,1.000000,0.000000,258.779999,-108.419998,27.830000,-64.720001,23.789999,-6.590000,0.933031,0.359794,-0.000877,-0.001146,0.229000,0.231400,-5.490300
252,False,False,True,True,1.000000,0.000000,258.290009,-108.159996,27.820000,-58.359997,31.029999,-7.560000,0.941042,0.338285,0.000057,-0.001702,0.206300,-0.107100,-5.495000
253,False,False,True,True,1.000000,0.000000,257.869995,-107.860001,27.840000,-49.809998,36.099998,-6.890000,0.948562,0.316592,0.000618,-0.000062,-0.262200,-0.239000,-5.488500
254,False,False,True,True,1.000000,0.000000,257.519989,-107.529999,27.849998,-42.590000,39.360001,-5.500000,0.955563,0.294786,-0.000413,0.000051,-0.121700,0.183500,-5.495500
255,False,False,True,True,1.000000,0.000000,257.229980,-107.149994,27.840000,-35.349998,45.750000,-6.150000,0.962077,0.272775,0.000159,0.001055,-0.180000,-0.167800,-5.494400
256,False,False,True,True,1.000000,0.000000,256.989990,-106.729996,27.809999,-28.559999,50.750000,-8.860000,0.968112,0.250516,0.000947,0.000833,0.063000,-0.165900,-5.497100
257,False,False,True,True,1.000000,0.000000,256.809998,-106.290001,27.809999,-21.000000,53.270000,-8.380000,0.973612,0.228209,0.000267,-0.000423,0.221600,0.177000,-5.492600
258,False,False,True,True,1.000000,0.000000,256.709991,-105.820000,27.789999,-11.929999,56.430000,-9.170000,0.978605,0.205745,-0.000548,0.000272,-0.155100,0.150400,-5.495700
259,False,False,True,True,1.000000,0.000000,256.669983,-105.309998,27.760000,-5.190000,60.879997,-9.220000,0.983064,0.183259,-0.000494,-0.001249,0.311600,0.073000,-5.490600
260,False,False,True,True,1.000000,0.000000,256.699982,-104.769997,27.730000,3.190000,65.250000,-10.599999,0.987013,0.160628,0.000677,-0.001702,0.182100,-0.202200,-5.493200
261,False,False,True,True,1.000000,0.000000,256.809998,-104.220001,27.750000,13.120000,66.519997,-8.710000,0.990435,0.137975,0.000931,0.000402,-0.405300,-0.146800,-5.483000
262,False,False,True,True,1.000000,0.000000,256.979980,-103.659996,27.779999,20.719999,66.720001,-6.190000,0.993327,0.115328,-0.000348,0.000343,-0.071000,0.257900,-5.479900
263,False,False,True,True,1.000000,0.000000,257.209991,-103.079994,27.779999,28.109999,69.790001,-6.320000,0.995703,0.092589,-0.000477,-0.001378,0.363300,0.097500,-5.487100
264,False,False,True,True,1.000000,0.000000,257.519989,-102.470001,27.779999,37.180000,72.849998,-6.770000,0.997562,0.069758,0.000628,-0.001756,0.147500,-0.208200,-5.494000
265,False,False,True,True,1.000000,0.000000,257.910004,-101.869995,27.820000,46.899998,72.500000,-5.970000,0.998902,0.046841,0.000720,-0.000035,-0.338300,-0.069000,-5.489100
266,False,False,True,True,1.000000,0.000000,258.369995,-101.259995,27.779999,55.680000,73.320000,-11.370000,0.999718,0.023670,0.000839,0.001529,-0.319900,-0.065800,-5.490200
267,False,False,True,True,1.000000,0.000000,258.899994,-100.659996,27.789999,63.090000,71.869995,-9.010000,0.999999,0.000801,-0.000364,0.000898,0.086300,0.246900,-5.489000
268,False,False,True,True,1.000000,0.000000,259.489990,-100.049995,27.760000,70.989998,73.019997,-9.550000,0.999754,-0.022127,-0.000305,-0.001082,0.434100,0.013100,-5.482800
269,False,False,True,True,1.000000,0.000000,260.160004,-99.430000,27.740000,80.589996,74.250000,-8.940000,0.998988,-0.044947,0.001044,-0.001341,0.097000,-0.287700,-5.480500
270,False,False,True,True,1.000000,0.000000,260.910004,-98.839996,27.769999,89.930000,71.339996,-7.040000,0.997700,-0.067772,0.000958,0.000736,-0.425700,0.004900,-5.483400
271,False,False,True,True,1.000000,0.000000,261.720001,-98.269997,27.809999,96.939995,68.610001,-4.760000,0.995892,-0.090544,-0.000165,0.000429,0.032400,0.236200,-5.482800
272,False,False,True,True,1.000000,0.000000,262.589996,-97.699997,27.809999,104.879997,68.229996,-5.450000,0.993556,-0.113337,0.000019,-0.001065,0.325900,-0.047200,-5.490100
273,False,False,True,True,1.000000,0.000000,263.540009,-97.139999,27.799999,114.229996,67.349998,-6.380000,0.990693,-0.136109,0.001033,-0.001173,0.039300,-0.220400,-5.495400
274,False,False,True,True,1.000000,0.000000,264.559998,-96.610001,27.830000,122.759995,63.289997,-6.200000,0.987302,-0.158853,0.000758,0.000413,-0.312300,0.073500,-5.490600
275,False,False,True,True,1.000000,0.000000,265.639984,-96.110001,27.849998,129.559998,59.570000,-5.480000,0.983399,-0.181457,-0.000148,0.000013,0.079600,0.187800,-5.496200
276,False,False,True,True,1.000000,0.000000,266.779999,-95.629997,27.830000,137.279999,57.599998,-6.610000,0.978966,-0.204018,0.000192,-0.001362,0.291700,-0.111400,-5.491100
277,False,False,True,True,1.000000,0.000000,268.000000,-95.169998,27.809999,146.270004,55.029999,-7.620000,0.974024,-0.226439,0.001244,-0.001319,-0.014600,-0.226600,-5.495300
278,False,False,True,True,1.000000,0.000000,269.279999,-94.759995,27.830000,153.830002,49.419998,-7.180000,0.968561,-0.248774,0.000785,0.000364,-0.319700,0.144300,-5.488800
279,False,False,True,True,1.000000,0.000000,270.609985,-94.389999,27.840000,159.690002,44.459999,-5.930000,0.962608,-0.270898,-0.000165,-0.000132,0.122200,0.188700,-5.495400
280,False,False,True,True,1.000000,0.000000,272.009979,-94.049995,27.820000,168.379990,40.799999,-6.330000,0.956140,-0.292909,-0.000224,0.001039,-0.232300,0.094000,-5.494200
281,False,False,True,True,1.000000,0.000000,273.459991,-93.759995,27.830000,174.019989,35.380001,-6.000000,0.949159,-0.314796,-0.000866,0.000348,0.147900,0.099200,-5.497100
282,False,False,True,True,1.000000,0.000000,274.970001,-93.500000,27.820000,180.860001,31.150000,-7.850000,0.941654,-0.336580,-0.000289,-0.001001,0.245900,-0.184500,-5.491300
283,False,False,True,True,1.000000,0.000000,276.540009,-93.279999,27.799999,188.849991,26.269999,-8.690000,0.933683,-0.358100,0.000769,-0.000742,-0.092700,-0.213300,-5.495000
284,False,False,True,True,1.000000,0.000000,278.160004,-93.119995,27.799999,194.489990,18.799999,-8.030000,0.925206,-0.379463,0.000073,0.000941,-0.292100,0.245000,-5.486700
285,False,False,True,True,1.000000,0.000000,279.820007,-93.019997,27.820000,198.610001,12.380000,-6.210000,0.916283,-0.400530,-0.000882,0.000262,0.181300,0.161700,-5.490800
286,False,False,True,True,1.000000,0.000000,281.519989,-92.959999,27.820000,204.489990,7.400000,-6.630000,0.906850,-0.421451,-0.000138,-0.001222,0.246200,-0.255900,-5.488500
287,False,False,True,True,1.000000,0.000000,283.279999,-92.949997,27.809999,211.529999,1.170000,-7.210000,0.896950,-0.442130,0.000968,-0.000974,-0.112500,-0.220000,-5.494400
288,False,False,True,True,1.000000,0.000000,285.079987,-93.009995,27.830000,215.679993,-7.170000,-6.570000,0.886551,-0.462630,0.000186,0.000531,-0.225000,0.267600,-5.488800
289,False,False,True,True,1.000000,0.000000,286.899994,-93.129997,27.840000,218.750000,-14.280000,-5.410000,0.875718,-0.482823,-0.000607,-0.000127,0.183500,0.114900,-5.495700
290,False,False,True,True,1.000000,0.000000,288.759979,-93.299995,27.830000,223.549988,-20.369999,-6.270000,0.864386,-0.502827,0.000192,-0.001373,0.171700,-0.267400,-5.490800
291,False,False,True,True,1.000000,0.000000,290.669983,-93.529999,27.820000,229.209991,-27.830000,-7.270000,0.852617,-0.522534,0.001184,-0.001006,-0.144000,-0.175300,-5.495300
292,False,False,True,True,1.000000,0.000000,292.600006,-93.839996,27.840000,231.830002,-36.719997,-6.930000,0.840372,-0.542009,0.000267,0.000386,-0.163900,0.299100,-5.489400
293,False,False,True,True,1.000000,0.000000,294.549988,-94.209999,27.849998,233.559998,-44.320000,-5.820000,0.827732,-0.561123,-0.000456,-0.000348,0.205700,0.076900,-5.495600
294,False,False,True,True,1.000000,0.000000,296.540009,-94.650002,27.840000,238.289993,-52.529999,-6.350000,0.814635,-0.579972,-0.000866,0.000742,-0.128100,0.211100,-5.494400
295,False,False,True,True,1.000000,0.000000,298.549988,-95.150002,27.809999,241.379990,-60.049999,-8.970000,0.801034,-0.598617,-0.000186,0.001238,-0.179900,-0.022500,-5.497000
296,False,False,True,True,1.000000,0.000000,300.570007,-95.720001,27.809999,242.179993,-67.909996,-8.400000,0.787071,-0.616862,0.000370,-0.000084,0.126300,-0.256600,-5.492500
297,False,False,True,True,1.000000,0.000000,302.600006,-96.360001,27.789999,243.049988,-77.029999,-9.309999,0.772654,-0.634827,-0.000682,-0.000316,0.186300,0.116500,-5.495600
298,False,False,True,True,1.000000,0.000000,304.639984,-97.059998,27.769999,245.349991,-84.089996,-9.070000,0.757880,-0.652393,0.000553,-0.001233,0.004700,-0.320800,-5.490600
299,False,False,True,True,1.000000,0.000000,306.709991,-97.839996,27.740000,247.809998,-93.180000,-10.440000,0.742694,-0.669629,0.001637,-0.000612,-0.235500,-0.134800,-5.493200
300,False,False,True,True,1.000000,0.000000,308.769989,-98.689995,27.789999,246.709991,-102.549995,-8.750000,0.727141,-0.686488,0.000181,0.000979,-0.048500,0.419700,-5.483700
301,False,False,True,True,1.000000,0.000000,310.809998,-99.610001,27.809999,245.189987,-110.159996,-6.330000,0.711274,-0.702915,-0.000580,-0.000030,0.267200,0.014400,-5.481800
302,False,False,True,True,1.000000,0.000000,312.859985,-100.589996,27.799999,246.099991,-117.519997,-6.210000,-0.694990,0.719018,-0.000661,0.001184,0.013300,-0.369100,-5.487500
303,False,False,True,True,1.000000,0.000000,314.919983,-101.650002,27.799999,247.000000,-127.129997,-6.810000,-0.678331,0.734755,-0.001632,0.000569,-0.232400,-0.097000,-5.494200
304,False,False,True,True,1.000000,0.000000,316.959991,-102.779999,27.859999,244.489990,-136.119995,-6.160000,-0.661267,0.750150,-0.000359,-0.000666,0.011000,0.340800,-5.489400
305,False,False,True,True,1.000000,0.000000,318.979980,-103.979996,27.869999,241.879990,-143.639999,-5.100000,-0.643901,0.765109,0.000132,0.000186,0.205800,-0.034200,-5.496000
306,False,False,True,True,1.000000,0.000000,320.989990,-105.259995,27.849998,241.319992,-153.279999,-6.040000,-0.626152,0.779700,0.000812,-0.000682,0.005800,0.236800,-5.494800
307,False,False,True,True,1.000000,0.000000,322.979980,-106.599998,28.109999,238.369995,-161.039993,3.200000,-0.608414,0.793619,0.000823,-0.000472,0.037300,-0.011300,-5.410600
308,False,False,True,True,1.000000,0.000000,324.949982,-108.009995,28.109999,236.209991,-169.399994,-1.520000,-0.590136,0.807303,0.000634,-0.000310,-0.006600,-0.048300,-5.479100
309,False,False,True,True,1.000000,0.000000,326.899994,-109.489998,28.070000,233.689987,-177.629990,-6.160000,-0.571325,0.820724,0.000197,-0.000148,-0.055100,-0.084800,-5.499000
310,False,False,True,True,1.000000,0.000000,328.820007,-111.040001,28.000000,230.250000,-185.459991,-9.660000,-0.552173,0.833729,-0.000364,0.000526,-0.021000,-0.195500,-5.496400
311,False,False,True,True,1.000000,0.000000,330.709991,-112.659996,27.939999,227.349991,-194.809998,-10.580000,-0.532865,0.846200,-0.000569,-0.000353,-0.147700,0.125700,-5.496500
312,False,False,True,True,1.000000,0.000000,332.559998,-114.349998,27.900000,222.069992,-202.440002,-10.969999,-0.513239,0.858244,0.001055,-0.001405,0.165800,0.385100,-5.483900
313,False,False,True,True,1.000000,0.000000,334.359985,-116.079994,27.900000,216.470001,-208.059998,-7.790000,-0.493526,0.869730,0.001427,-0.000094,0.229000,-0.166400,-5.475500
314,False,False,True,True,1.000000,0.000000,336.139984,-117.869995,27.889999,213.399994,-214.690002,-7.450000,-0.473500,0.880793,-0.000240,0.000807,-0.201800,-0.363900,-5.484200
315,False,False,True,True,1.000000,0.000000,337.880005,-119.729996,27.869999,208.699997,-223.619995,-7.570000,-0.453205,0.891406,-0.001098,-0.000073,-0.273600,0.049200,-5.492900
316,False,False,True,True,1.000000,0.000000,339.559998,-121.649994,27.900000,201.659988,-230.009995,-6.370000,-0.432629,0.901571,0.000499,-0.000974,0.200600,0.318500,-5.487000
317,False,False,True,True,1.000000,0.000000,341.190002,-123.610001,27.920000,195.239990,-234.959991,-4.690000,-0.411881,0.911237,0.000785,0.000024,0.168300,-0.138100,-5.493700
318,False,False,True,True,1.000000,0.000000,342.779999,-125.619995,27.910000,190.679993,-241.059998,-5.540000,-0.390809,0.920472,-0.000499,0.000542,-0.196200,-0.230200,-5.491600
319,False,False,True,True,1.000000,0.000000,344.320007,-127.689995,27.889999,184.369995,-248.580002,-6.970000,-0.369531,0.929218,-0.001033,-0.000240,-0.190700,0.086700,-5.496000
320,False,False,True,True,1.000000,0.000000,345.789978,-129.809998,27.910000,176.539993,-253.830002,-6.910000,-0.348060,0.937472,0.000467,-0.000844,0.232100,0.233100,-5.490100
321,False,False,True,True,1.000000,0.000000,347.199982,-131.959991,27.920000,169.300003,-257.699982,-5.780000,-0.326475,0.945205,0.000602,0.000170,0.126100,-0.172900,-5.495800
322,False,False,True,True,1.000000,0.000000,348.559998,-134.149994,27.900000,163.709991,-262.880005,-6.600000,-0.304643,0.952466,-0.000796,0.000569,-0.251400,-0.197000,-5.490700
323,False,False,True,True,1.000000,0.000000,349.859985,-136.389999,27.869999,156.029999,-269.149994,-7.820000,-0.282659,0.959220,-0.001276,-0.000343,-0.182500,0.132800,-5.495300
324,False,False,True,True,1.000000,0.000000,351.089996,-138.660004,27.869999,147.250000,-272.820007,-7.350000,-0.260540,0.965463,0.000375,-0.000790,0.292800,0.204700,-5.488300
325,False,False,True,True,1.000000,0.000000,352.250000,-140.949997,27.879999,139.339996,-275.169983,-5.740000,-0.238362,0.971176,0.000429,0.000283,0.101600,-0.202000,-5.495300
326,False,False,True,True,1.000000,0.000000,353.359985,-143.279999,27.859999,132.949997,-279.299988,-6.390000,-0.215968,0.976400,-0.001049,0.000569,-0.290300,-0.155600,-5.490100
327,False,False,True,True,1.000000,0.000000,354.389984,-145.649994,27.840000,124.189995,-284.049988,-7.540000,-0.193455,0.981108,-0.001443,-0.000402,-0.158300,0.162700,-5.495300
328,False,False,True,True,1.000000,0.000000,355.350006,-148.029999,27.849998,114.849998,-286.089996,-7.090000,-0.170857,0.985295,0.000240,-0.000699,0.319900,0.147100,-5.488700
329,False,False,True,True,1.000000,0.000000,356.239990,-150.419998,27.859999,106.579994,-286.979980,-5.570000,-0.148241,0.988951,0.000192,0.000348,0.061400,-0.212000,-5.495500
330,False,False,True,True,1.000000,0.000000,357.069977,-152.839996,27.840000,99.489998,-289.929993,-6.340000,-0.125459,0.992098,-0.001281,0.000488,-0.308300,-0.098000,-5.490400
331,False,False,True,True,1.000000,0.000000,357.819977,-155.279999,27.830000,90.000000,-292.959991,-7.550000,-0.102607,0.994721,-0.001562,-0.000521,-0.122100,0.187000,-5.495400
332,False,False,True,True,1.000000,0.000000,358.489990,-157.720001,27.849998,80.400002,-293.299988,-7.140000,-0.079722,0.996817,0.000148,-0.000655,0.340600,0.085700,-5.488700
333,False,False,True,True,1.000000,0.000000,359.089996,-160.160004,27.859999,72.049995,-292.649994,-5.610000,-0.056864,0.998382,0.000008,0.000375,0.020700,-0.219800,-5.495500
334,False,False,True,True,1.000000,0.000000,359.609985,-162.610001,27.840000,62.149998,-294.429993,-6.440000,-0.033882,0.999425,0.001163,0.000067,0.248000,0.064300,-5.494000
335,False,False,True,True,1.000000,0.000000,360.059998,-165.069992,27.809999,54.079998,-295.509979,-8.929999,-0.010825,0.999940,0.001146,-0.000774,0.024000,0.181700,-5.496900
336,False,False,True,True,1.000000,0.000000,360.440002,-167.519989,27.820000,45.799999,-293.929993,-8.170000,0.012152,0.999926,-0.000251,-0.000423,-0.281100,-0.050300,-5.492500
337,False,False,True,True,1.000000,0.000000,360.739990,-169.959991,27.799999,36.439999,-292.449982,-8.990000,0.035161,0.999381,0.000218,0.000526,0.065300,-0.203700,-5.495800
338,False,False,True,True,1.000000,0.000000,360.979980,-172.399994,27.769999,28.789999,-292.989990,-8.970000,0.058078,0.998311,-0.001217,0.000121,-0.303800,0.078600,-5.491000
339,False,False,True,True,1.000000,0.000000,361.139984,-174.839996,27.750000,18.969999,-292.359985,-10.620000,0.081049,0.996708,-0.001405,-0.001114,-0.055700,0.254500,-5.493800
340,False,False,True,True,1.000000,0.000000,361.220001,-177.250000,27.769999,9.670000,-288.889984,-8.950000,0.103874,0.994590,0.000677,-0.000855,0.424000,-0.059900,-5.483300
341,False,False,True,True,1.000000,0.000000,361.239990,-179.619995,27.799999,2.210000,-284.899994,-6.130000,0.126565,0.991958,0.000316,0.000364,-0.058000,-0.259600,-5.482500
342,False,False,True,True,1.000000,0.000000,361.190002,-181.989990,27.789999,-5.550000,-284.079987,-6.220000,0.149229,0.988802,-0.001362,0.000094,-0.363700,0.081900,-5.487300
343,False,False,True,True,1.000000,0.000000,361.059998,-184.339996,27.799999,-15.349999,-281.729980,-6.970000,0.171903,0.985112,-0.001475,-0.001071,-0.022200,0.243400,-5.494500
344,False,False,True,True,1.000000,0.000000,360.859985,-186.649994,27.830000,-23.879999,-276.929993,-6.280000,0.194475,0.980907,0.000224,-0.000753,0.334200,-0.097500,-5.488900
345,False,False,True,True,1.000000,0.000000,360.600006,-188.919998,27.849998,-30.769999,-271.959991,-4.870000,0.216907,0.976192,-0.000170,0.000148,-0.088100,-0.187200,-5.496100
346,False,False,True,True,1.000000,0.000000,360.269989,-191.159988,27.840000,-40.029999,-268.329987,-6.020000,0.239322,0.970940,0.000958,0.000170,0.228500,-0.072200,-5.494700
347,False,False,True,True,1.000000,0.000000,359.880005,-193.349991,27.849998,-46.669998,-262.979980,-5.760000,0.261581,0.965181,0.000359,0.000833,-0.125800,-0.115400,-5.497300
348,False,False,True,True,1.000000,0.000000,359.429993,-195.509995,27.830000,-54.160000,-259.549988,-7.720000,0.283743,0.958900,-0.000974,0.000343,-0.255100,0.153300,-5.491900
349,False,False,True,True,1.000000,0.000000,358.910004,-197.629990,27.820000,-62.809998,-254.769989,-8.940000,0.305711,0.952124,-0.000817,-0.000753,0.074500,0.211300,-5.495400
350,False,False,True,True,1.000000,0.000000,358.329987,-199.699997,27.820000,-69.790001,-247.809998,-8.240000,0.327495,0.944852,0.000920,-0.000165,0.323600,-0.211900,-5.486300
351,False,False,True,True,1.000000,0.000000,357.709991,-201.709991,27.840000,-74.869995,-240.970001,-5.960000,0.349026,0.937113,0.000305,0.000817,-0.161400,-0.179800,-5.491500
352,False,False,True,True,1.000000,0.000000,357.029999,-203.679993,27.830000,-81.759995,-236.619995,-6.580000,0.370427,0.928861,-0.001211,0.000170,-0.273800,0.225500,-5.488500
353,False,False,True,True,1.000000,0.000000,356.279999,-205.599991,27.820000,-89.500000,-230.279999,-7.430000,0.391661,0.920109,-0.000990,-0.000920,0.093300,0.221000,-5.494700
354,False,False,True,True,1.000000,0.000000,355.489990,-207.449997,27.830000,-95.129997,-222.139999,-6.700000,0.412679,0.910876,0.000591,-0.000235,0.262500,-0.242900,-5.488300
355,False,False,True,True,1.000000,0.000000,354.660004,-209.239990,27.849998,-99.049995,-214.569992,-5.080000,0.433444,0.901180,-0.000024,0.000585,-0.168200,-0.132900,-5.495800
356,False,False,True,True,1.000000,0.000000,353.779999,-210.979996,27.840000,-105.040001,-208.869995,-6.200000,0.454041,0.890980,-0.001308,-0.000127,-0.201000,0.244200,-5.490800
357,False,False,True,True,1.000000,0.000000,352.850006,-212.659988,27.830000,-111.399994,-201.309998,-7.430000,0.474407,0.880305,-0.000974,-0.001109,0.126800,0.180100,-5.495500
358,False,False,True,True,1.000000,0.000000,351.889984,-214.259995,27.840000,-115.529999,-192.339996,-7.000000,0.494502,0.869176,0.000494,-0.000283,0.204100,-0.281300,-5.489000
359,False,False,True,True,1.000000,0.000000,350.910004,-215.799988,27.849998,-118.029999,-184.199997,-5.480000,0.514291,0.857616,-0.000202,0.000472,-0.193500,-0.097200,-5.495700
360,False,False,True,True,1.000000,0.000000,349.889984,-217.279999,27.840000,-122.930000,-177.479996,-6.540000,0.533863,0.845570,-0.001438,-0.000375,-0.156100,0.285200,-5.490300
361,False,False,True,True,1.000000,0.000000,348.820007,-218.690002,27.830000,-127.860001,-168.910004,-7.640000,0.553149,0.833080,-0.001006,-0.001357,0.162400,0.160100,-5.495200
362,False,False,True,True,1.000000,0.000000,347.729980,-220.019989,27.849998,-130.279999,-159.279999,-7.040000,0.572134,0.820160,0.000423,-0.000380,0.154000,-0.321000,-5.488400
363,False,False,True,True,1.000000,0.000000,346.639984,-221.279999,27.859999,-131.220001,-150.849991,-5.410000,0.590773,0.806838,-0.000326,0.000321,-0.210000,-0.062800,-5.495600
364,False,False,True,True,1.000000,0.000000,345.509979,-222.459991,27.849998,-135.029999,-141.679993,-6.230000,0.609158,0.793048,0.000742,0.000801,0.108400,-0.224300,-5.494300
365,False,False,True,True,1.000000,0.000000,344.359985,-223.569992,27.820000,-137.919998,-133.690002,-8.910000,0.627285,0.778789,0.001244,0.000143,0.178200,0.013800,-5.497000
366,False,False,True,True,1.000000,0.000000,343.209991,-224.610001,27.820000,-137.979996,-125.219994,-8.240000,0.645018,0.764167,-0.000040,-0.000472,-0.103200,0.264600,-5.492600
367,False,False,True,True,1.000000,0.000000,342.059998,-225.569992,27.799999,-138.459991,-115.540001,-8.990000,0.662427,0.749126,-0.000272,0.000553,-0.185900,-0.104600,-5.495800
368,False,False,True,True,1.000000,0.000000,340.889984,-226.470001,27.769999,-140.869995,-107.619995,-9.160000,0.679431,0.733738,-0.001119,-0.000682,0.020300,0.314800,-5.490900
369,False,False,True,True,1.000000,0.000000,339.699982,-227.289993,27.740000,-142.379990,-98.019997,-10.700000,0.696123,0.717920,-0.000445,-0.001718,0.243400,0.109600,-5.493500
370,False,False,True,True,1.000000,0.000000,338.529999,-228.019989,27.760000,-140.879990,-87.909996,-8.800000,0.712386,0.701787,0.001017,-0.000186,0.025000,-0.431600,-5.482900
